text,emotion
"NBCNews: Twitter has banned more than 100 accounts that pushed the pro-Russian hashtag #IStandWithPutin for participating in “coordinated inauthentic behavior,” days after the hashtag trended on Twitter amid the invasion in Ukraine. https://t.co/22pdbjp0fm",anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"Here is 🔥🔥, Chelsea's new owner https://t.co/74f1Z0RdXg #IStandWithPutin !",joy
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"@Kasparov63 Let's get the ball rolling. Mark on Google maps property owned by oligarchs. Next seize, occupy, turn into squats, open to refugees from Ukraine and Russia. #Putin #Ukraine #Russia #Belarus",optimism
@olliecarroll Its very clear and Ukraine president realising it #NATO &amp; #US forced this war on #Ukraine ..Now they are backing off,anger
"#Kherson: the first reports of sexual violence by the Russian military against Ukrainian women start appearing, this has to stop!

#StopRussianAggression #StandWithUkraine #StopRussia #PutinIsaWarCriminal https://t.co/w2APDc9lO2",anger
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
"We are not going to send Russia any more of our dollars to help them kill innocent people.

We have a moral obligation to stop financing their atrocities.

And we have the resources here at home to protect against any price increases.

#BanRussianImports #StandWithUkraine",anger
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
"Russian propaganda just didn't have a plan for the war going this badly.

I've been covering it for years and have never seen them caught this far off guard.

Even a big success—#IStandWithPutin trended—only happened because people were denouncing it. 
https://t.co/L8N3P0SAK9",anger
"Radiation does not care which passport you have. Does not care if you are in #NATO or #EU.

We call for a #NoFlyZoneOverUkraine  because it is the only way to stop the upcoming crisis. https://t.co/PvSwOCt7Tz",anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"U.S. President Joe Biden meets with #Finnish President Sauli Niinisto at the White House

#Finland's possible accession to #NATO is likely to be the main topic of discussion https://t.co/cKTMQcPssX",joy
Fuck #NATO pact! Support to Russia from Serbs 🇷🇸🤍🇷🇺 #IStandWithRussia https://t.co/EOHi1VY2gV,anger
"World most powerful weapon 
#UkraineRussianWar 
#UkraineUnderAttaсk 
#war https://t.co/hujADZMEfg",anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"🔴❗️#Kherson: the first reports of sexual violence by the Russian military against Ukrainian women start appearing, this has to stop!
#StopRussianAggression #StandWithUkraine #StopRussia #PutinIsaWarCriminal https://t.co/xqDCYo7rII",anger
"@SenDuckworth Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
"The famous survivor of the nazi siege of Leningrad , Elena Osipova, arrested tonight by the Russian police during a protest in #StPetersburg against #Putin ‘s war in #Ukraine ... #StandWithUkraine #UkraineWillResist #elenaosipova #StopPutin #StopPutinNOW #україна https://t.co/LAq76ywPik",anger
"#StopWar
It's time to end WAR,
It's Time to turn back to the God 
#UkraineRussianWar #UkraineUnderAttaсk #Ukriane #UkraineWar #RudraNowStreaming #RussianUkrainianWar #Russia #Russian #Putin #PutinWarCrimes #PutinWarCriminal #PutinsWar #jelensky #StopPutin",anger
A new iron curtain is descending across Russia’s Internet ⁦@washingtonpost⁩ ⁦@UATV_en⁩ Ukrainian Government News Source ⁦@kiraincongress⁩ Ukrainian Member of Parliament Fighting in Kyiv ⁦@ZelenskyyUa⁩ #Zelenskyy #Ukraine #Kyiv🌻🇺🇦🙏🏻 https://t.co/05nPL59tHB,anger
I joined the rally of solidarity with Ukraine today in Vilnius to voice once again the support of Belarusians to our brotherly nation. The people of 🇺🇦 defend not just their freedom – they fight for all of us. And our responsibility is to #StandWithUkraine. Слава Україні! https://t.co/x2IFG3sysd,optimism
"While the world is crumbling, #Ukrainian defenders save the most precious ones. The forces of life will triumph over the forces of destruction 🙏🇺🇦
#StandWithUkraine #StopPutinNOW https://t.co/zgxf0IQohS",optimism
@trussliz @NATO @G7 Possible? #Ukraine #NATO #NeutralNATOMember https://t.co/RyWfnyaOqN,anger
#Putin #Russia #Trump #America ? Which one? https://t.co/Bh84NFsRrC,anger
"Dmitry Peskov

#Russia does not aim to divide #Ukraine into pieces&amp;only the effort is to ensure self-security guarantees by liberating Ukraine from the Nazi ideology &amp; the presence of #NATO infrastructure""

Reply👇
#Borodyanka an hour away from #Kiev 

#RussianUkrainianWar https://t.co/AhVDB9LxWW",anger
"Across the world, people #StandWithUkraine, including courageous Russians and Belarusians risking their safety  to demonstrate their solidarity. https://t.co/VkzzGCaYPL",optimism
"@GirkinGirkin An emperor or dictator who stays in power too long becomes mad with lust for domination and LAND.
Napoleon? Hitler? Putin?

They can create nothing of value,
so instead they create suffering.

#StandWithUkraine 💙💛 https://t.co/ssW4CqmyFJ",anger
Again a subtle change of language here…why not ‘necessary’ ? That from a US sec of State who initially believed #Ukraine would succumb to #Putin s aggression…te tide of this war has changed and #Ukraine have the initiative .. #SlavaUkraini https://t.co/F0BLT4aIzs,anger
"#Zelenskyy is a strong man, a hero that fights side-by-side w/ his people. #Putin is a scared child hiding in Moscow. He isn't a strong man. He is so weak he is afraid to be on the front lines with his troops. Putin is a coward that forces his people to kill Ukrainians for him.",anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"🇺🇦 If you are praying for President Zelenskyy, his wife and children, I want to follow you!

🇺🇦 And please RETWEET for peace for all of Ukraine! 

#StandWithUkraine",optimism
Komatsu and Hitachi Construction halt shipments to Russia https://t.co/XfuORBmYzz #BoycottCocaCola #BoycottMcDonalds #BoycottBurgerKing #StopPutinNOW #BoycottRussia #ESGDivestRussia #BlockPutinWalletsNOW #StandWithUkraine,anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"Putin wax statue removed from the Paris museum.
""We have never represented dictators like Hitler in the Grevin Museum, we don't want to represent Putin today.""
Stop the War in Ukraine, please.  🇺🇦 🙏
#Ukraine #Putin #Zelensky #Kiev #Kyiv #RussianUkrainianWar #UkraineRussiaWar https://t.co/74Zm6Wq844",anger
"@SenatorDurbin Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
"How to create a #NoFlyZone over #Ukraine in five steps, without NATO troops and without operations on or from #NATO territory: https://t.co/jFpUqrtQ85",anger
"As Russia escalates their attack on Ukrainian cities Ukrainian officials are once again asking @POTUS  Biden and members of @NATO to impose a no-fly zone over significant parts of Ukraine. 
#NATO #Yac #UkraineRussianWar #Ukraine 

https://t.co/F3ZG1A8VoY",anger
⁦@LindseyGrahamSC⁩  in discussion on what he hopes happens to #Putin  https://t.co/ggYjzABzzP,anger
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",sadness
"As Russia escalates their attack on Ukrainian cities Ukrainian officials are once again asking @POTUS  Biden and members of @NATO to impose a no-fly zone over significant parts of Ukraine. 
#NATO #Yac #UkraineRussianWar #Ukraine 

https://t.co/F3ZG1A8VoY",anger
"#Putin #RussianArmy  shelling a residential area is deplorable. This building has indications that it has survived a prior something. Civilians walking along the path had no chance of escaping, they were perfect targets #Kharkiv #Харків #ХУкраїна #Росія
https://t.co/veOYhiXbZt",anger
"Ukraine &amp; Ukrainians are incredible, @mrsorokaa. 
You’ve inspired the world.

#STANDWITHUKRAINE 🇺🇦 https://t.co/6IFtfpuwgH",joy
@MSNBC Nobody needs to be a #NATO member for the world to stop this madness. https://t.co/Il4UY2DGcd,anger
"A message of from artist Yoko Ono broadcast in Piccadilly Circus. ""Imagine Peace"" is also on display in Berlin, Los Angeles, Melbourne, Milan, New York and Seoul. 

(📸 PA Media)

 #peace  #war  #ukraine  #london   #piccadillycircus https://t.co/d91fHB6SoJ",joy
"@SenAngusKing Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
"🔴❗️#Kherson: the first reports of sexual violence by the Russian military against Ukrainian women start appearing, this has to stop!
#StopRussianAggression #StandWithUkraine #StopRussia #PutinIsaWarCriminal https://t.co/xqDCYo7rII",anger
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
The #Serbian people rise in support of the #Russian people . Serbia hasn't yet forgotten how #NATO bombed her in the 1990's. https://t.co/m5LwNCSCoW,anger
"""#Ukraine and its humour"" 

A clip from""Servant of the People"", in which @ZelenskyyUa starred as President.

Parliamentarians are at blows but stop dead in their tracks as #Zelenskyy yells ""#Putin has been toppled!"" 

If only real life will imitate fiction h/t @andrejfnovak https://t.co/vkm8AJoIoJ",anger
"@ChrisVanHollen Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
"🚨BREAKING: #Iran’s leader condemns #Putin for #Russia’s “Satanic war” in #Ukraine.

Russian forces are now bombing a nuclear power plant, risking a massive #nuclear meltdown.

#PutinWarCriminal #Zaporizhzhia #UkraineRussiaWar https://t.co/HHavt0Rh2H",anger
"As Russia escalates their attack on Ukrainian cities Ukrainian officials are once again asking @POTUS  Biden and members of @NATO to impose a no-fly zone over significant parts of Ukraine. 
#NATO #Yac #UkraineRussianWar #Ukraine 

https://t.co/F3ZG1A8VoY",anger
"🔴❗️#Kherson: the first reports of sexual violence by the Russian military against Ukrainian women start appearing, this has to stop!
#StopRussianAggression #StandWithUkraine #StopRussia #PutinIsaWarCriminal https://t.co/xqDCYo7rII",anger
